ambiguous_word,meaning,Text,
মাথা, অপমানিত হওয়া,মহান একুশের ভাষা আন্দোলন বাঙালি জাতিকে দীক্ষা দিয়েছে অন্যায়ের কাছে মাথা না নোয়ানোর।,
মাথা, অপমানিত হওয়া,দুর্নীতিবাজ অপরাধীদের কাছে মাথা নত নয় পরিণতি যাই আসুক,
মাথা,শীর্ষ বা চূড়া,প্রকল্প ইলশামারী বামনীদহ পাকার মাথা হতে সাত্তারের মিল পর্যন্ত রাস্তা সংস্কার বরাদ্দের পরিমাণ,
মাথা,শীর্ষ বা চূড়া,চরকুশাবাড়ী পাকার মাথা থেকে খেজমতের বাড়ী পর্যন্ত ইটের সোলিং রাস্তা নির্মাণ,
মাথা,শীর্ষ বা চূড়া,রহমানের বাড়ীর সামনে পাকা রাস্তার মাথা হইতে আতোয়ারের বাড়ী পর্যন্ত রাস্তা মেরামত ও রফিকের বাড়ীর জামে মসজিদে সাতগিরি এন্তাজ আল,
মাথা,শীর্ষ বা চূড়া,পাহাড়ের মাথায় পৌছানো পর্যন্ত হাটা আবশ্যক।,
মাথা,শীর্ষ বা চূড়া ,"তুমি রাস্তার মাথায় থেকো, আমি ঠিক সময়ে আসবো।",
মাথা,শীর্ষ বা চূড়া ,বাঁশের মাথা খেয়ে ফেলে দেয়ার নাম হলো লজেন্স।,
মাথা,শীর্ষ বা চূড়া ,বাঁশের মাথা খেয়ে ফেলে দেয়ার নাম হলো লজেন্স।,
মাথা,শীর্ষ বা চূড়া ,ভিডিওটিতে দেখা গেছে একটি বড় ঈগল পাখি পাহাড়ের মাথা থেকে উড়ে এসে একটি ছাগলকে তার শিকারী নখের মাধ্যমে তুলে নিয়ে যায়।,
মাথা,শীর্ষ বা চূড়া ,পাহাড়ের মাথা থেকে দূরের দৃশ্য নয়নাভিরাম ।,
মাথা,শীর্ষ বা চূড়া ,গলির মাথায় অনেকক্ষন যাবত তাকে দাঁড়িয়ে থাকতে দেখতাম।,
মাথা,শীর্ষ বা চূড়া ,"প্রকল্প হাতিয়াপাড়া সমতুলের বাড়ি হতে মসজিদের উত্তর মাথা পর্যন্ত ড্রেন নির্মানবরাদ্দের পরিমাণ (টাকায়)৯০,০০০/",
মাথা,শীর্ষ বা চূড়া ,"মাম্মা তিন গলির মাথায় সাত তালায় থাকে যে একটা মাইয়া আছে না,,, অপ্স সেই,,মাথা নষ্ট কইরা লায়।",
মাথা,দুশ্চিন্তা,এ ব্যপারে আমার কোনো মাথা ব্যথা নেই।,
মাথা,দুশ্চিন্তা,কে কি বলল তা নিয়ে বেশি মাথা ঘামিও না। ,
মাথা,দুশ্চিন্তা,আম্মু বলেছেন চুল নিয়ে মাথা না ঘামিয়ে মন দিয়ে খেল।',
মাথা,দুশ্চিন্তা,"আমি তোমায় কারোর উপর গুলি চালাতে বলি না, তুমিও আমার ছবির বিষয় মাথা ঘামিও না'",
মাথা,দুশ্চিন্তা,তোমার তো এ বিষয়ে কোনো মাথাব্যথাই নেই।,
মাথা,দুশ্চিন্তা,শুধু শুধু মাথায় চাপ নিয়ে রাতের ঘুম নষ্ট করোনা।,
মাথা,দুশ্চিন্তা,সারাদিন অফিসে ব্যস্ত থাকায় উনার নানান ধরনের চাপ থাকে মাথায়।,
মাথা,দুশ্চিন্তা,মাথার চাপ কমাতে রাতে পর্যাপ্ত ঘুম প্রয়োজন।,
মাথা,দুশ্চিন্তা,অহেতুক জিনিসে মাথা মাথা ব্যথা দেখিয়ে কাজ নেই কোনো।,
মাথা,দুশ্চিন্তা,মাথার ওপর থাকা চাপ ছেড়ে আসতে পারলাম।,
মাথা,দুশ্চিন্তা,অন্যের ব্যক্তিগত জীবন নিয়ে আমাদের মাথা ব্যথা দেখিয়ে কি হবে?,
মাথা,দুশ্চিন্তা,পরীক্ষার আগের রাতে মাথায় অনেক চাপ নিয়ে ঘুমাতে যেতে হয়।,
মাথা,দুশ্চিন্তা," কাজের কাজ করো ,নয়তো শুধু শুধু এই বিষয়ে মাথা ব্যথা দেখাতে হবেনা।",
মাথা,অত্যন্ত পরিশ্রম,পরীক্ষায় পাশ করার জন্য সবাই মাথার ঘাম পায়ে ফেলে পড়াশোনা শুরু করেছে।,
মাথা,অত্যন্ত পরিশ্রম,বাধ্য হয়ে তখন হফেজকে মাথার ঘাম পায়ে ফেলে অর্থোপার্জন করতে হয়,
মাথা,অত্যন্ত পরিশ্রম,মাথার ঘাম পায়ে ফেলে সম্পদের মালিক হয়েছেন যাকাত দিতে হবে কিনা ।,
মাথা,অত্যন্ত পরিশ্রম,মাথা খাটিয়ে কাজ করবে;,
মাথা,অত্যন্ত পরিশ্রম,"মিথ্যে কথা লোকে মাথা খাটিয়ে বললেও তার ঠাঁই ঠিক 'সত্যি'র কাছাকাছি নয়, অনেকটা নীচে।",
মাথা,অত্যন্ত পরিশ্রম,বাকি ৫০ জনকে ইন্টারনেট-সুবিধা না দিয়ে মাথা খাটিয়ে প্রশ্নের উত্তর দিতে বলা হয়।,
মাথা,অত্যন্ত পরিশ্রম,"তিনি কিছুটা নিজের মাথা খাটিয়ে সাধারণ সব যন্ত্রপাতি দিয়ে কাজ চালানোর মত একটা স্প্রেয়ার বানিয়ে নিয়েছেন, যার দাম পড়েছে মাত্র ৫০ হাজার টাকা।",
মাথা,অত্যন্ত পরিশ্রম,"আলমারি গোছানো কিন্তু ভারী কঠিন কাজ! যতই মাথা খাটিয়ে বের করুন, শাড়িগুলো এভাবে রাখবেন, ",
মাথা,অত্যন্ত পরিশ্রম,মাথার ঘাম পায়ে ফেলে ফসল উৎপাদন! লকডাউনে মাঠে মারা পড়ছে চাষিরা.,
মাথা,অভিভাবক,বাবা মারা যাওয়ায় তাদের মাথার উপর কেও রইলোনা।,
মাথা,অভিভাবক,"যাদের কেও নেই ,তাদের মাথার উপর আল্লাহ আছেন।",
মাথা,অভিভাবক,পরিবারের মাথার উপর বাবা ছিলেন বলেই কখনো কষ্ট বুঝতে পারেনি ।,
মাথা,অভিভাবক,সংসারের মাথা একমাত্র তিনিই ছিলেন।,
মাথা,অভিভাবক,"জনগনের মাথার উপর দেশের সরকার প্রধান নির্বাচিত হয়,",
মাথা,অঙ্গ বিশেষ,পদ্মা সেতুতে মাথা নিয়ে গুজব:,
মাথা,অঙ্গ বিশেষ,"আপনারা আওয়ামী লীগ কখনই জনগনের কথা ভাবেন না, তেলা মাথায় তেল দেওয়া আপনাদের স্বভাব।",
মাথা,দুশ্চিন্তাহীন,একটু ঠান্ডা মাথায় ভেবে দেখবেন।,
মাথা,অভিভাবক,"মাথার উপর চেপে বসা রাষ্ট্রকাঠামো জনগনের টাকায়ই চলে।
",
মাথা,ভাবনা করা,সব ব্যপারে তোমার মাথা ঘামানোর প্রয়োজন নেই।,
মাথা,ভাবনা করা,বিষয়টা মাথায় রেখে তারপর ভেবে চিন্তা করে জানিও।,
মাথা,ভাবনা করা," এতো মাথা ঘামিয়ে কিছু হবেনা,যা হওয়ার দেখা যাবে।",
মাথা,ভাবনা করা,এই বিষয়ে তোমার মাথা খাটানি উচিৎ ভালো করে।,
মাথা,ভাবনা করা,মাথা  খাটিয়েও যদি অংক না পারো তাহলে আরো চর্চা লাগবে।,
মাথা,ভাবনা করা,"মাথাটা একটু কাজে লাগাও, অলস হয়ে গিয়েছো।",
মাথা,মনোযোগ,"এভাবে কাজ করলে চলবেনা,মাথা লাগিয়ে কাজ করতে হবে।",
মাথা,ভাবনা করা,মাথা লাগিয়ে চিন্তা করে সমাধান করো।,
মাথা,ঋণ ,জনগনের মাথার উপর থেকে অতিরিক্ত করের ভোজা সরিয়ে পৌর জনগণের সাধ্যের নাগালে আনতে চাই ।,
মাথা,শীর্ষ বা চূড়া,"বাঁশ বাগানের মাথার উপর চাঁদ উঠেছে ওই, মাগো আমার শোলক-বলা কাজলা দিদি কই? ",
মাথা,শীর্ষ বা চূড়া ,পাহাড়ের মাথায় পৌছানোর জন্য অনেক পথ পাড়ি দিতে হচ্ছে।,
মাথা,শীর্ষ বা চূড়া ,হাট শহর হাটের পাকার মাথা হইতে ঘোড়শাল গ্রাম পর্যন্ত রাস্তা সংস্কারবরাদ্দের পরিমাণ,
মাথা,শীর্ষ বা চূড়া ,কিচক মসলিমগঞ্জ এর পাকা রাস্তার মাথা হইতে ধোপাখুর গ্রামের দিকে যাওয়ার রাস্তায় সি সি ঢালাই করা হয়েছে।,
মাথা,চিন্তায় রেখে,সহায়তা টিমের বিশেষজ্ঞদের স্বাস্থ্য ও সুরক্ষার কথা মাথায় রেখে নেওয়া ব্যবস্থার জন্য বলা  হয়েছে।,
মাথা,চিন্তায় রেখে,"গরমের কথা মাথায় রেখে তৈরী বিরিয়ানি, খারাপ হবে না শরীর ভরবে মন ।",
মাথা,চিন্তায় রেখে,সামাজিক দায়বদ্ধতার কথা মাথায় রেখে রক্তদান শিবিরের আয়োজন করেন কর্মচারী সংঘ,
মাথা,চিন্তায় রেখে,শীতের কথা মাথায় রেখে জেলা হাসপাতালগুলোতে আইসিইউ : প্র,
মাথা,উত্তেজনাপূর্ন,"মাথা খারাপ করে দেওয়া ৫টি হ্যাকিং মুভি, বারবার চাইবেন দেখতে",
মাথা,উত্তেজনাপূর্ন, এই কথা শুনলে এখনি তোর মাথা খারাপ হয়ে যাবে।,
মাথা,বিরক্ত করা,সারাক্ষন কথা বলতে বলতে মাথা খারাপ করে দিয়েছো।,
মাথা,বিরক্ত করা, ২ ঘন্টা যাবত তার এক প্যাচাল শুনতে শুনতে মাথা পাগল হবার উপক্রম।,
মাথা,বিরক্ত হওয়া,বেশি কথা বলে আমার মাথা খেয়ে ফেলেছো।,
মাথা,বিরক্ত হওয়া,এখন আমার মাথা খাসনে এখানে বসে বসে।,
মাথা,বিরক্ত হওয়া, পাশের বাড়ির মিউজিকের সাউন্ডে মাথা খেয়ে ফেলেসে রীতিমত। ,
মাথা,অঙ্গ বিশেষ,মনে হয় মাথাটা কেউ চেপে ধরে রেখেছে।,
মাথা,অঙ্গ বিশেষ,"মাথা ব্যথা করা, মাথা ভারী অনুভব করা বা মাথা ঘোরানো ... রোগীদের জন্য",
মাথা,অঙ্গ বিশেষ,"অর্থাৎ এতে মাথা গণনা করা হয়, মেধার বিচার করা হয় না।",
মাথা,আশ্রয়,"আশপাশের সবাই যখন মাথা গোঁজার ঠাঁই খুঁজতে ফ্ল্যাটের দাম কমলো কী বাড়লো সেই চিন্তাতে অধীর,",
মাথা,বিরক্ত হওয়া,"পকপক করে আমার মাথাটা খেয়ে ফেলেছিস,যা এখন এখান থেকে!",
মাথা,বিভ্রান্ত,তার কথা শুনে আমার মাথা গুলিয়ে গেছে।,
মাথা,বিভ্রান্ত,পরীক্ষায় প্রশ্ন দেখে ছাত্রদের মাথা গুলিয়ে যাওয়ার অবস্থা।,
মাথা,বিভ্রান্ত,"দেশের এই অবস্থা দেখে জনগণের মাথা ঘুরাচ্ছে ,কি করবে তারা।",
মাথা,বিভ্রান্ত, বাচ্চার মাথা গুলিয়ে গিয়েছে এত কথা শোনার পর।,
মাথা,বিভ্রান্ত,এমনই তালগোলে মাথা গুলিয়ে যাওয়ার প্রভূত সম্ভাবনা।,
মাথা,অঙ্গ বিশেষ,"থেঁতলে গিয়েছে মাথার এক পাশ, জঙ্গলে উদ্ধার মহিলার নগ্ন দেহ",
মাথা,বিভ্রান্ত,কঠিন কঠিন সব নাম শুনলে মাথা গুলিয়ে যাওয়া খুব দোষের নয়!,
মাথা,বিভ্রান্ত,পৃথিবীতে ঘটে যাওয়া আজব ও রহস্যময় ১০টি ঘটনা- আপনার মাথা ঘুরিয়ে দেবে!,
মাথা,বিভ্রান্ত,আলোচনাটি শুনুন ৩ মিনিটেই মাথা ঘুরিয়ে দেবে।,
মাথা,বিভ্রান্ত,কিছুক্ষণ আগের ঘটনাগুলো বার বার নাঈমের মাথায় ঘোরপাক খাচ্ছে।,
মাথা,বিভ্রান্ত,তবে ওনার কথাগুলো শুনে সারাদিন আমার মাথায় ঘোরপাক খেতে লাগলো,
মাথা,বিভ্রান্ত,রাতের বেলা রান্নাঘরে বিড়াল দেখে মেয়ের মাথা ঘোরপাক খাচ্ছে।,
