ambiguous_word,meaning,Text,
মাথা,অঙ্গ বিশেষ,শরীরে মাথার নিচে ও কাঁধের ওপরের ভাগ,
মাথা,অঙ্গ বিশেষ,বিনুনি রূপে গ্রন্থিত মাথার বড়ো বড়ো চুল,
মাথা,অঙ্গ বিশেষ,জটা ধারণ করে যে বা যার মাথায় জটা রয়েছে,
মাথা,অঙ্গ বিশেষ,"সেই কঠোর, লম্বা এবং চোখা অবয়ব যা খুরযুক্ত প্রাণীদের মাথার দুদিকে বের হয়",
মাথা,অঙ্গ বিশেষ,কাতলা মাছের মাথা মোটা এবং লেজ চিকন হয়ে আসছে।,
মাথা,অভিভাবক,বাবা মারা যাওয়ায় তাদের মাথার উপর কেও রইলোনা।,
মাথা,অভিভাবক,"যাদের কেও নেই ,তাদের মাথার উপর আল্লাহ আছেন।",
মাথা,অভিভাবক,পরিবারের মাথার উপর বাবা ছিলেন বলেই কখনো কষ্ট বুঝতে পারেনি ।,
মাথা,অভিভাবক,সংসারের মাথা একমাত্র তিনিই ছিলেন।,
মাথা,অভিভাবক,"জনগনের মাথার উপর দেশের সরকার প্রধান নির্বাচিত হয়,",
মাথা,অভিভাবক,মাথার উপর তিনি আছেন বলেই বেঁচে আছি,
মাথা,অভিভাবক,"ভাগ্যিস তিনি মাথার উপর ছিলেন,নয়তো কি হতো কে জানে।",
মাথা,অভিভাবক,সকলের মাথার উপর তিনি প্রভুর মতো আছেন।,
মাথা,অভিভাবক,মাথার উপর এক আল্লাহ আছেন সবার।,
মাথা,অভিভাবক,আল্লাহ ছাড়া আমাদের মাথার উপর কেও নেই।,
মাথা,অভিভাবক,চিন্তা করো মাথার উপর আল্লাহ সব দেখছেন।,
মাথা,অভিভাবক,মাথার উপর চেপে বসা রাষ্ট্রকাঠামো জনগনের টাকায়ই চলে।,
মাথা,অভিভাবক,পুরুষরাই সংসারের মাথা হয়।,
মাথা,অভিভাবক,হাজবেন্ড হচ্ছে সংসারের মাথা- ওয়াইফ হচ্ছে গলা!,
মাথা,অভিভাবক,গ্রামের মাথা নষ্ট করামত বেবি ডল নাচ.,
মাথা,অভিভাবক,রহিম সাহেব কে সকলেই এই গ্রামের মাথা হিসেবে মান্য করে।,
মাথা,অভিভাবক,চ্যায়ারম্যান সাহেব ই এই গ্রামের মাথা।,
মাথা,অভিভাবক,এই এলাকার মাথা আজ পর্যন্ত তিনিই ছিলেন।,
মাথা,অভিভাবক,তিনি মারা যাওয়ার সাথে সাথে এলাকার মাথাও কেটে গেলো মনে হতে লাগলও।,
মাথা,অভিভাবক,সমাজের মাথা হয়ে দাঁড়িয়ে ছিলেন এতদিন।,
মাথা,অভিভাবক,"গোপাল বাবু এই গাঁয়ের মাথা, তার কথা সবাই মেনে চলে।",
মাথা,অভিভাবক,খান সাহেব এখন গায়ের মাথা।,
মাথা,অভিভাবক,বাবারা পরিবারের মাথা থাকে।,
মাথা,অভিভাবক,আজ পর্যন্ত সংসারের মাথা তিনিই আছেন।,
মাথা,অভিভাবক,"গোপাল বাবু এই গাঁয়ের মাথা, তার কথা সবাই মেনে চলে।",
মাথা,অভিভাবক,খান সাহেব এখন গায়ের মাথা।,
মাথা,অভিভাবক,বাবারা পরিবারের মাথা থাকে।,
মাথা,অভিভাবক,আজ পর্যন্ত সংসারের মাথা তিনিই আছেন।,
মাথা,আশ্রয় খোঁজা,মাথা গোঁজার ঠাঁই হচ্ছে হতদরিদ্র দুই পরিবারের,
মাথা,আশ্রয় খোঁজা,পরিবার পাচ্ছে মাথা গোজার ঠাঁই,
মাথা,আশ্রয় খোঁজা,মাথা গোজার ঠাঁই তো অন্তত চাই।,
মাথা,আশ্রয় খোঁজা,মাথা গোজার ঠাঁই নেই মুক্তিযোদ্ধা সোলায়মানের.,
মাথা,আশ্রয় খোঁজা,অগ্নিকাণ্ডে হাজার হাজার মানুষের সাথে তারাও মাথা গোজার ঠাঁই হারিয়েছেন।,
মাথা,আশ্রয় খোঁজা,"মাথা গোজার ঠাঁই নেই সত্তর্ধো বৃদ্ধা মর্জিনার,",
মাথা,আশ্রয় খোঁজা,খুদার তাড়না মাথা গোজা জীবনে বহু বার প্রতারিত হয়েছি,
মাথা,আশ্রয় খোঁজা,এখন মাথা গোজার ঠাঁইটুকু নেই।,
মাথা,আশ্রয় খোঁজা,গ্রামের একটি অসহায় পরিবার অবশেষে মাথা গোজার ঠাঁই পেল।,
মাথা,আশ্রয় খোঁজা,অনাথ শিশুগুলো মাথা রাখার ঠাই নেই।,
মাথা,আশ্রয় খোঁজা,আজ বাবা মারা যাওয়ায় মাথা রাখার জায়গা নেই কোথাও তাদের।,
মাথা,আশ্রয় খোঁজা,সামর্থ্য থাকলে তাদের মাথা রাখার জায়গা করে দিও।,
মাথা,আশ্রয় খোঁজা,উপজেলায় মাথা গুজার ঠাই পেয়ে খুশিতে আত্মহারা হয়ে পড়েছে,
মাথা,আশ্রয় খোঁজা,"আশপাশের সবাই যখন মাথা গোঁজার ঠাঁই খুঁজতে ফ্ল্যাটের দাম কমলো কী বাড়লো সেই চিন্তাতে অধীর,",
মাথা,আশ্রয় খোঁজা,"""মাননীয় প্রধানমন্ত্রীর কাছে মাথা গুজার ঠাঁই চায় হজরত আলী ও তার পরিবার",
মাথা,বুদ্ধি,মাথা খাটালে সবই সম্ভব।,
মাথা,বুদ্ধি,ছেলেটির মাথা খুব ভালো।,
মাথা,বুদ্ধি,আমার মাথা তখন একেবারেই কাজ করছিল না।,
মাথা,বুদ্ধি,অতিরিক্ত টেনশনে তার মাথা কাজ করছেনা।,
মাথা,বুদ্ধি,"দেখবেন, এতে মাথা ভালোভাবে কাজ করে।",
মাথা,বুদ্ধি,ছেলেটির অংকে মাথা ভালো।,
মাথা,বুদ্ধি,মাথা আছে বলেই অংকে পাশ করতে পেরেছো।,
মাথা,বুদ্ধি,"নাহ! তোমার মাথা নেই ,তোমাকে দিয়ে কিচ্ছু হবে না বাবু।",
মাথা,বুদ্ধি,ছেলেটা ছোট বেলা থেকে খুব ভাল অংকে মাথা ছিল ।,
মাথা,বুদ্ধি,মাথা দিয়ে ভেবে দেখো কাজটি ঠিক হয়েছে কিনা।,
মাথা,বুদ্ধি,ঠিকমতো মাথা লাগিয়ে চিন্তা করো তাহলেই আসল জিনিস বেরিয়ে আসবে।,
মাথা,বুদ্ধি,কোনো বিশেষ পরিস্হিতিতে হঠাত্ মাথায় আসা স্পষ্ট বিচার,
মাথা,বুদ্ধি,একটি মাইন্ড ম্যাপ মাথায় থাকলে খুব সহজেই অল্প সময়ে অনেক অংক করতে পারবে।,
মাথা,বুদ্ধি,ইদানিং মাথা ঠিক মতো কাজ করেনা।,
মাথা,বুদ্ধি,মাথার বুদ্ধি থাকলে ঠিকি কাজ হতো।,
মাথা,অপমানিত হওয়া,যে ঘরের ছেলের ধমকে বাবা মাথা নত করে সেই সংসার কি সুখের হতে পারে?',
মাথা,অপমানিত হওয়া,দিন দিন প্রশ্রয় দিয়ে তাকে মাথায় তুলে ফেলেছো।,
মাথা,অপমানিত হওয়া,চুরি করে ধরা খাওয়ায় চোরের মাথা কাটা গেলো।,
মাথা,অপমানিত হওয়া,লজ্জায় তার মাথা নিচু হয়ে গেলো।,
মাথা,অপমানিত হওয়া,মৌলবাদী গোষ্ঠীর কাছে মাথা নত করবো না:,
মাথা,অপমানিত হওয়া,লজ্জায় আমার মাথা কাটা যায়।,
মাথা,অপমানিত হওয়া,অপমানে আমি মাথা নত করে ছিলাম।,
মাথা,অপমানিত হওয়া,"লজ্জায় মাথা কাটা গিয়েছিল ,পূজার মায়ের!",
মাথা,অপমানিত হওয়া,"এই কথা বলতে আমার লজ্জায় মাথা কাটা গেলেও আপনার কাছে স্বীকার করছি,",
মাথা,অপমানিত হওয়া,"মিডিয়া সেন্টার. আমি লজ্জিত, আমার মাথা নিচু হয়ে গেছে",
মাথা,অপমানিত হওয়া,"কারও কাছে মাথা নত করে চলব না। মর্যাদা নিয়ে চলব, মাথা নিচু করে না:",
মাথা,অপমানিত হওয়া,"মর্যাদা নিয়ে চলব, মাথা নিচু করে না:",
মাথা,অপমানিত হওয়া,এর ফলে আমাদের গোটা শিক্ষক সমাজের মাথা নিচু হয়ে যায়।,
মাথা,অপমানিত হওয়া,পুলিশের গুলিতে প্রাণ দিয়েছিলেন কিন্তু মাথা নত করেননি।,
মাথা,অপমানিত হওয়া,দিয়েছে অন্যায়ের কাছে মাথা না নোয়ানোর।,
মাথা,অপমানিত হওয়া,দুর্নীতিবাজ অপরাধীদের কাছে মাথা নত নয় পরিণতি যাই আসুক,
মাথা,অপমানিত হওয়া,অন্যায়ের কাছে মাথা নত করব না,
মাথা,অপমানিত হওয়া,পুলিশের গুলিতে প্রাণ দিয়েছিলেন কিন্তু মাথা নত করেননি।,
মাথা,অপমানিত হওয়া,অঙ্গভঙ্গী দেখে লজ্জায় মাথা নত হয়ে আসে,
মাথা,অপমানিত হওয়া,‌লজ্জায় আমার মাথা নত হয়ে যাচ্ছে,
মাথা,স্বভাব নষ্ট,বেশি আদরে ছেলেটির মাথা খেয়েছে।,
মাথা,স্বভাব নষ্ট,আদরে-আদরে বউটার মাথা খেয়েছেন।,
মাথা,স্বভাব নষ্ট,অতি আদরে ছেলেদের মাথা খাওয়া ঠিক না,
মাথা,স্বভাব নষ্ট,বিবেকের মাথা খেয়ে কাজটা করছি,
মাথা,স্বভাব নষ্ট,বিবেক বুদ্ধির মাথা কি খোয়া গেছে?,
মাথা,স্বভাব নষ্ট,বেচারার অভাবের মাথা খেয়ে পাগল প্রায়,
মাথা,স্বভাব নষ্ট,টাকা থাকলে মাথা ঠিক থাকে না,
মাথা,স্বভাব নষ্ট,অর্থ মানুষের মাথা খারাপ করে দেয়,
মাথা,স্বভাব নষ্ট,এসব বাজে ছবি দেখেই মাথাটা গেছে,
মাথা,স্বভাব নষ্ট,মাথা খারাপ করা কাজ থেকে বিরত থাকুন,
মাথা,স্বভাব নষ্ট,বিবেক কাজে লাগালে মাথা খাওয়া থেকে বাঁচা যায়,
মাথা,স্বভাব নষ্ট,মান সম্মানের মাথা খেয়ো না,
মাথা,স্বভাব নষ্ট,বয়স হলে মেয়েরাই পোলাপানদের মাথা খারাপ করে দেয়,
মাথা,স্বভাব নষ্ট,মাথা খাওয়া কাজটা করো না ভাই,
মাথা,স্বভাব নষ্ট,মাথা খাওয়া পাবলিকদের সাথে মিশতে হয় না,
মাথা,স্বভাব নষ্ট,মাথা খারাপ হয়ে গেছে তোমার,
মাথা,স্বভাব নষ্ট,মাথা খারাপ হলে হিতাহিত জ্ঞান থাকে না,
মাথা,স্বভাব নষ্ট,মাথা খারাপ পাবলিক সে,
মাথা,দুশ্চিন্তাহীন,পরীক্ষার আগের দিন মাথা ঠাণ্ডা রাখতে কোনো কিছু প্র্যাকটিস না করাই শ্রেয়।,
মাথা,দুশ্চিন্তাহীন,মাথা ঠান্ডা রাখার উপদেশ সবাই দিয়ে থাকেন কিন্তু সব পরিস্থিতিতে মাথা ঠিক রাখা যায় না।,
মাথা,দুশ্চিন্তাহীন,ফলে মাথা শান্ত থাকে।,
মাথা,দুশ্চিন্তাহীন,কী খেলে মাথা ঠান্ডা থাকবে জানুন।,
মাথা,দুশ্চিন্তাহীন,"মাথা যত ঠান্ডা হতে থাকবে, ততই দেখবেন ওই আঁকাআঁকি পালটে যাচ্ছে সুন্দর ছবিতে",
মাথা,দুশ্চিন্তাহীন,বিভিন্ন পরিস্থিতিতে মাথা ঠান্ডা বা রাগ দমন করাটা আমাদের জন্য বড্ড কঠিন একটি কাজ।,
মাথা,দুশ্চিন্তাহীন,তাই মাথা ঠান্ডা রাখার চেষ্টা করুন বিপদে-আপদে।,
মাথা,দুশ্চিন্তাহীন,বিপদে মাথা ঠাণ্ডা রাখুন,
মাথা,দুশ্চিন্তাহীন,মাথা ঠাণ্ডা পাবলিক জীবনে অনেক সফল হতে পারে,
মাথা,দুশ্চিন্তাহীন,তার মত মাথা ঠাণ্ডা লোক আমি দেখি নাই,
মাথা,দুশ্চিন্তাহীন,মাথা ঠাণ্ডা রাখুন বিপদ কেটে যাবে,
মাথা,দুশ্চিন্তাহীন,আমি সব সময় মাথা ঠাণ্ডা থাকি,
মাথা,দুশ্চিন্তাহীন,শত কাজের মাঝেও মাথা ঠাণ্ডা রাখুন,
মাথা,দুশ্চিন্তাহীন,অনেক কাজের মাঝেও মাথা ঠাণ্ডা রাখতে হয়,
মাথা,দুশ্চিন্তাহীন,আমি একটা মাথা ঠাণ্ডা পাবলিক,
মাথা,দুশ্চিন্তাহীন,বিপদে মাথা গরম করলে চলে না,
মাথা,দুশ্চিন্তাহীন,প্রফেসর শঙ্কু একজন অনেক মাথা ঠাণ্ডা লোক,
